Customer ID,Customer Name,Address,Postal Code,Phone
1674,Ismael Dawson,84159 Oakwood Avenue,32003,321-319-6551
1675,Felix Porter,37974 Orchard Avenue,35005,334-459-6751
1676,Bradley Singleton,1387 Valley View Drive,29020,803-335-2097
1677,Gregory Castro,9906 Oak Street,34994,352-281-5957
1678,Brooklynn Riley,40260 Chestnut Avenue,28202,336-577-6408
1679,Ari Kim,28453 Madison Street,36602,251-287-4852
1680,Briella Guerra,17581 Sunset Avenue,36602,334-882-8091
1681,Jeremiah Fischer,18594 Vine Street,39828,770-810-2944
1682,Alaya Collins,41424 Elmwood Drive,31908,404-548-4320
1683,Ada Small,88488 Park Place,27514,336-253-8171
1684,Aylin Perez,21620 Park Street,31908,706-330-2908
1685,Chance Greene,32333 Lake Street,28801,336-845-3118
1686,Rylie Ballard,97469 Colonial Drive,28202,704-898-8882
1687,Kimberly Nguyen,60277 Park Street,70802,337-940-4275
1688,Kobe Alfaro,88574 Railroad Avenue,70802,225-565-2265
1689,Sienna Hensley,48933 Chestnut Street,31401,706-315-6225
1690,Landon Stevenson,85477 Essex Street,70802,318-236-2597
1691,Jax Pruitt,12654 Cherry Lane,36602,251-287-3822
1692,Aubrey Best,50000 Maple Street,28202,704-369-1493
1693,Emanuel Barrett,75175 Lakeview Drive,29401,803-987-4384
1694,Santiago Sandoval,9543 Broadway,35005,251-689-6217
1695,Matteo Kaur,14501 Cedar Street,35203,407-106-9412
1696,Richard Barker,12304 State Street,32003,407-750-7414
1697,Frances Porter,5296 Main Street,30303,478-857-6459
1698,Isabel Brown,28446 Orchard Avenue,70112,225-379-7518
1699,Stephanie Strickland,72209 Main Street,35203,305-314-4156
1700,Callie Nash,30550 Elmwood Avenue,71101,318-537-6882
1701,Legacy Brandt,12587 Sunset Boulevard,29910,864-215-2519
1702,William Durham,90892 Elmwood Avenue,30303,762-127-4412
1703,Morgan Myers,72992 North Street,30303,229-964-6482
1704,Aubrey Brewer,73494 West Street,36104,251-158-5616
1705,Rory Lucas,49950 Willow Avenue,27514,252-685-7265
1706,Leonel Mercado,61297 Lakeview Avenue,28801,336-229-5554
1707,Anya Bates,30309 Laurel Street,30303,470-184-6202
1708,Annie Livingston,68070 Ridge Road,70433,337-180-2520
1709,Willa Sweeney,8885 Center Street,70802,337-174-8040
1710,Jeremiah Hail,36679 Broadway,29201,336-603-9508
1711,Valeria Case,7009 Spring Street,71101,337-910-1025
1712,Genesis Frazier,73829 Spring Street,29401,864-253-1598
1713,Asa Enriquez,84343 Grant Street,36104,938-173-9808
1714,Amaya Ayers,55812 Division Street,31901,770-277-1598
1715,Hank Ramsey,87152 Chestnut Street,30303,478-920-5969
1716,Kylo Dixon,65345 Colonial Drive,39828,678-278-5583
1717,Kaia Kent,76291 Vineyard Drive,35005,205-947-9669
1718,Nico Castro,56918 Park Avenue,28801,252-294-3877
1719,Marlee Richardson,20129 Sunset Avenue,31401,678-528-5931
1720,Madelyn Escobar,22249 Spring Street,34994,321-981-3983
1721,Bodie Carpenter,40932 Jefferson Street,28801,336-538-6177
1722,Thea Mclean,1053 Mulberry Street,31901,678-700-8047
1723,Maryam Duncan,31685 North Street,29601,854-525-6737
1724,Haven Reed,30617 Lake Street,33701,727-411-2835
1725,Eden Montgomery,82052 Walnut Avenue,35203,938-608-6573
1726,Matias Esquivel,93640 Jefferson Street,31908,229-999-9189
1727,Kyson Murray,99660 Division Street,30002,470-693-7709
1728,Fernanda Joseph,84671 Lakeview Drive,31401,770-681-3044
1729,Brooklynn Rich,1474 Fifth Street,36104,334-351-9093
1730,Ivan Weiss,28618 Hillcrest Avenue,29401,854-890-6472
1731,Dominic Burgess,83581 Pinecrest Drive,29601,864-862-8328
1732,Renata Horn,1026 Broadway,27514,336-224-1198
1733,Briggs Yu,1856 Broad Street,70433,504-173-4813
1734,Sarah Huynh,86475 Park Avenue,35005,205-330-7772
1735,Jason Berger,53613 Magnolia Avenue,35203,727-951-1020
1736,Sage Wong,89772 Glenwood Avenue,32003,407-835-8649
1737,Beau Silva,20465 Lakeview Avenue,71101,318-111-9435
1738,Stevie Lin,67915 Third Street,29401,864-897-7675
1739,Garrett Beard,40265 Ridge Street,33160,321-957-8309
1740,Leland Ramsey,28920 Lake Street,29401,843-486-9046
1741,Maximus Fletcher,32786 Jefferson Street,27514,252-357-2172
1742,Camilo Frank,5484 Main Avenue,30002,706-305-1208
1743,Zyaire Wong,78672 Chestnut Street,36104,256-830-8805
1744,Eduardo Shields,60481 Lake Street,70112,225-902-1099
1745,Edwin Zuniga,40652 University Avenue,70802,318-753-2896
1746,Julian Wong,41238 Main Street,32003,386-275-9456
1747,Erick Pacheco,81198 Central Avenue,35203,305-690-5158
1748,Austin Donovan,80052 Fifth Street,35203,256-816-7678
1749,Blake Manning,77649 State Street,35203,407-284-5073
1750,Connor Ochoa,27864 University Avenue,70112,337-606-9612
1751,Xander Kramer,55402 Hillcrest Avenue,70112,318-157-3849
1752,Raelynn Sandoval,70996 Broadway,29910,843-252-1719
1753,Ronin Hess,16456 School Street,27514,336-393-5020
1754,Kairo Gregory,37732 Vine Street,29910,803-161-3475
1755,Pablo Randolph,55408 Chestnut Lane,35005,205-808-2586
1756,Frederick Kaur,5958 Willow Street,29020,843-452-9153
1757,William Skinner,37035 Elmwood Drive,70112,225-702-1136
1758,Josue Bennett,91280 Main Street,71101,225-837-2680
1759,Brian Carter,45368 Jackson Street,33160,754-635-4815
1760,Asher Hamilton,27584 Cedar Street,29910,864-604-1783
1761,Dawson Velazquez,66465 Lake Street,32003,561-200-8978
1762,Elle Russell,53566 Pennsylvania Avenue,35203,561-132-2166
1763,Jeremiah Case,21454 University Avenue,28202,336-725-1406
1764,Alison Combs,69622 Division Street,28202,704-144-1654
1765,Cooper Medina,66933 Washington Street,71101,225-429-5431
1766,Kamila Jimenez,4177 Elm Avenue,36602,205-977-1890
1767,Penelope Sexton,28860 Jackson Street,33160,386-708-8152
1768,Asa Singh,72138 State Street,32003,561-196-6272
1769,Koda Valentine,1287 Rose Street,70112,337-269-5898
1770,Esmeralda Chang,36273 Sunset Drive,35203,205-920-6180
1771,Alayna Crosby,72774 Laurel Street,29020,843-126-4685
1772,Collins Herrera,21231 Valley Road,29910,864-333-3005
1773,Judah Orozco,49550 University Avenue,30002,470-310-7745
1774,Koda Hahn,76689 Cherry Street,35203,205-173-6160
1775,Haisley Haley,55234 Highland Drive,29601,803-384-5193
1776,Taylor Stephens,1915 Elmwood Avenue,30002,470-630-7541
1777,Addison Odom,64525 Sunset Boulevard,71101,504-268-3804
1778,Zayne Delacruz,5792 Willow Street,29020,843-104-5802
1779,Seth Alvarez,32195 North Street,31901,770-339-9653
1780,Gianna Gross,61370 Broadway,29201,252-418-2870
1781,Isaiah Pitts,27319 Terrace Avenue,33701,321-369-8723
1782,Isabella Pearson,72946 Sunset Boulevard,36602,205-404-3654
1783,Bo Ellis,4553 High Street,36104,256-793-2797
1784,Adan Little,20015 Madison Street,36602,938-842-7713
1785,Baker Townsend,16919 Grove Street,33701,727-666-4627
1786,Micah Travis,4316 Cherry Lane,36602,256-422-6102
1787,Atticus Frazier,92327 Pennsylvania Avenue,34221,561-284-6616
1788,Gavin Rowland,69838 Spring Street,29910,864-551-4704
1789,Sullivan Wheeler,34908 Railroad Avenue,27514,704-957-3923
1790,Emmett Kline,50686 Chestnut Street,36104,205-618-4293
1791,Raymond Padilla,15784 Cherry Lane,29401,843-987-1399
1792,Selena Sims,69458 High Street,31901,762-791-4031
1793,Luna Palacios,17002 Rose Street,29201,704-324-2675
1794,Fernando Hall,86183 State Street,34221,386-722-2695
1795,Rhys Barron,50471 Fifth Street,29910,843-945-5277
1796,Alicia Rocha,12692 Highland Avenue,28202,252-598-9194
1797,Amir O’Connell,34822 Willow Street,29401,854-281-4986
1798,Evelynn Buck,7187 Vine Street,35005,251-909-2631
1799,Braxton Carroll,61042 Broadway,29201,704-124-1673
1800,Greyson Reyna,10500 Ridge Road,34221,754-205-1404
1801,Xiomara Snow,10655 Orchard Avenue,34994,727-176-8576
1802,Stevie Elliott,79178 Central Avenue,35203,205-459-4637
1803,Lila White,23180 Cherry Lane,29201,252-224-1233
1804,Theo Gross,79090 Locust Street,70433,318-824-4433
1805,Shiloh Maynard,30925 Broad Street,27514,704-868-3478
1806,Steven Mayer,12665 Pinecrest Drive,29020,843-913-3004
1807,Nadia Ponce,11579 Chestnut Avenue,28801,336-528-7578
1808,Hayden Greer,90325 Forest Avenue,71101,318-330-6482
1809,Bo Pearson,21998 Riverside Drive,31908,404-408-4149
1810,Sydney Rush,22987 Sunset Drive,29601,843-175-1710
1811,Aspen Wise,81307 Oak Street,70112,504-114-1265
1812,Ava Ramirez,8445 Ridge Road,34994,754-648-9630
1813,Damon Mathis,39274 Ash Street,35005,334-771-5728
1814,Francis Preston,32323 Walnut Street,27514,704-461-2506
1815,Leila Vaughan,4644 Sunset Avenue,29020,843-384-1105
1816,Rowan Hanna,30897 Smith Street,33160,386-930-8770
1817,Vivian Henson,93729 Vineyard Drive,28801,252-795-8904
1818,Brody Clayton,51168 Chestnut Lane,70112,318-242-1762
1819,Ali Barajas,81285 Spring Street,33701,727-477-8763
1820,Madelynn Carr,34326 Terrace Avenue,34994,561-383-2273
1821,Julian Buck,72519 Lincoln Street,71101,318-165-5202
1822,Josephine Owens,93628 Elmwood Drive,28801,336-657-5547
1823,Jonathan Arellano,89706 Sunset Avenue,34221,754-919-6356
1824,Judah Dennis,21236 Main Avenue,29020,843-722-5434
1825,Alijah Walsh,84255 Main Street,71101,504-736-7280
1826,Sebastian Conrad,66775 Court Street,29020,854-136-2359
1827,Summer Kerr,94900 College Avenue,28801,252-136-2479
1828,June Mcintyre,61992 Park Avenue,29201,336-617-6352
1829,Greyson Mathis,63748 Jackson Street,70802,225-446-1324
1830,Bodie Scott,20239 Cherry Lane,28801,704-529-7730
1831,Russell Cordova,41846 Meadow Lane,70112,225-382-3693
1832,Payton Johns,88686 Chestnut Street,29401,803-579-3125
1833,Titus Roth,55852 Vine Street,71101,318-832-3328
1834,Alessandra Schneider,22303 Lake Street,35005,251-199-7794
1835,Phoenix Gill,20041 Elm Street,29601,864-287-4329
1836,Amanda Lucas,56182 River Road,35203,386-663-6220
1837,Frances Ferguson,46892 Sixth Street,70112,504-470-4401
1838,Abel Craig,77846 Meadow Lane,34994,727-166-4203
1839,Briella Flowers,90224 Meadow Lane,71101,225-977-4537
1840,Camilla Gonzalez,46342 Franklin Street,36104,256-623-2667
1841,Kash Lane,35248 North Street,29201,252-823-5730
1842,Maria Henry,70888 Madison Street,33701,352-527-7659
1843,Shiloh Huffman,49252 Sunset Avenue,70802,504-689-2806
1844,Micah Curry,30718 Fairview Avenue,30002,229-873-8373
1845,Kyrie Magana,82397 Valley View Drive,70802,337-480-5028
1846,Selah Shepherd,50523 Second Street,27514,252-164-3855
1847,Destiny Schroeder,97422 Broad Street,36104,205-797-3551
1848,Dylan Quintana,53740 Elm Avenue,34994,321-807-1964
1849,Elsie Love,55865 Chestnut Street,29020,864-103-8484
1850,Frederick Ellison,37983 Franklin Street,70433,504-233-3521
1851,Marley Henderson,52884 Center Street,29201,252-590-2161
1852,Abraham Lane,51850 Vineyard Drive,71101,225-212-1312
1853,Bailey Duncan,44700 Railroad Avenue,29201,336-826-5314
1854,Emily Cherry,99693 Sunset Avenue,30002,678-453-8121
1855,Gracelyn Pugh,43879 Hillcrest Avenue,70433,337-996-9888
1856,Jesse Middleton,66498 Magnolia Avenue,34221,386-144-6239
1857,Kyle Hubbard,45326 Hamilton Street,29020,803-650-8440
1858,Marcus Barber,73635 Elmwood Avenue,34994,305-635-4215
1859,Catalina Montes,68663 Washington Street,36602,251-928-4371
1860,Nadia Curry,91589 Laurel Street,39828,678-353-5737
1861,Trinity Rowe,68446 Locust Street,29910,843-641-7558
1862,Sullivan Adkins,82378 Cherry Lane,70802,337-629-6590
1863,Ian Cole,57304 School Street,29201,336-414-9242
1864,Cairo Page,55324 Orchard Avenue,35005,256-396-6521
1865,Emersyn Quintero,22609 Maple Street,70802,504-661-9205
1866,Edgar Huff,98362 Ash Street,34221,754-976-8177
1867,Kyler Stevenson,34753 Highland Avenue,34221,321-221-4860
1868,Maisie Ryan,91166 Jefferson Street,30002,706-898-6342
1869,Noa Tanner,93363 Jackson Street,29401,843-670-2427
1870,Alexandra Simpson,52255 Washington Street,32003,386-736-9562
1871,Kora Russell,32735 Fifth Street,70802,225-135-7639
1872,Samara Colón,1663 Pennsylvania Avenue,35203,938-205-6938
1873,Joaquin Singh,97922 Third Street,36104,251-617-1680
1874,Joy Hoffman,22538 Forest Avenue,70433,337-469-6243
1875,Gabriel Martin,58213 Oakwood Avenue,30002,762-402-6014
1876,Patrick Tucker,53371 Windsor Avenue,27514,252-883-4036
1877,Regina Mullins,41301 Forest Avenue,30002,706-269-7375
1878,Hayes Norris,39730 Chestnut Lane,29201,704-216-4815
1879,Kaylee Best,22523 Main Street,70802,318-394-7264
1880,Brooklynn Mcgee,13477 Railroad Avenue,30303,478-929-6347
1881,Zaire Rose,81593 West Street,35203,386-995-7802
1882,Wade Novak,41143 Elmwood Lane,28202,252-375-8068
1883,Sonny Haley,46863 West Street,39828,762-667-5416
1884,Jonathan Solis,28433 Main Street,29020,803-894-1123
1885,Katherine Powell,2532 Railroad Avenue,28202,704-562-2507
1886,Ximena Roth,8070 School Street,29601,854-365-6608
1887,Stetson Matthews,45158 College Avenue,33701,352-893-3107
1888,Adelina Gray,32229 Valley Road,30002,470-144-6043
1889,Casey Rosario,89153 Forest Avenue,71101,504-405-7938
1890,Sutton Fuentes,30606 Liberty Street,32003,727-274-3716
1891,Briella Steele,55265 Center Street,29020,843-648-4248
1892,Allie Patton,14938 Grant Street,35005,938-678-9310
1893,Ryker Guerra,4978 Spruce Street,36104,205-285-5662
1894,Abigail Mora,30638 Terrace Avenue,28801,336-991-7839
1895,Kayla Hanson,3877 Locust Street,35203,334-689-3954
1896,Naomi Barnes,58690 Pine Street,33701,321-601-3139
1897,Sullivan Carson,61749 Ridge Street,35203,561-687-5689
1898,Jasmine Larson,48068 Second Street,28202,252-593-5861
1899,Cataleya Sutton,30576 Valley Road,31901,478-939-4300
1900,Georgia Velazquez,29078 Fourth Street,33160,352-851-1079
1901,Sterling Hall,15378 University Avenue,29601,864-575-4762
1902,Makayla Wong,22602 Locust Street,32003,305-797-4109
1903,Ailani Anderson,55461 Lincoln Street,32003,561-554-3302
1904,Ariana Griffin,72265 Elm Avenue,71101,504-512-9506
1905,Warren Wheeler,60180 Fifth Street,30303,678-316-6695
1906,Shiloh Enriquez,93451 Sixth Street,31401,770-998-9915
1907,Saige Walker,47146 Jefferson Street,35203,256-165-8840
1908,Kaleb Solis,35052 College Avenue,35203,251-872-4537
1909,London Holt,47774 Ridge Road,29401,803-755-8808
1910,Genesis French,43579 Madison Avenue,35203,407-954-3529
1911,Sonny Arias,37776 Elm Street,29401,854-808-9332
1912,Sutton Frazier,65177 Terrace Avenue,35203,205-403-9294
1913,Luke Hodge,87205 Riverside Drive,29401,803-706-6500
1914,Banks Richardson,19095 Willow Street,29601,864-692-6346
1915,Shiloh Hudson,99500 Elmwood Avenue,35203,727-219-8736
1916,Aisha Cooper,73472 Willow Avenue,30303,470-307-4008
1917,Jacob Fleming,99719 Ridge Road,70802,504-730-4312
1918,Navy Velez,12819 Holly Street,29401,803-867-8978
1919,Lilly Schultz,18332 Main Street,28801,252-935-1384
1920,Evelyn Rhodes,16020 Pinecrest Drive,30002,706-246-9292
1921,Arya Roy,83774 Magnolia Avenue,27514,252-884-9501
1922,Fernando Bernal,40185 Main Avenue,71101,225-239-2623
1923,Sophia Cantrell,53097 Mulberry Street,29910,854-275-6253
1924,Rebecca Holt,97886 Second Street,70802,318-295-7047
1925,George Quinn,90441 Rose Street,35005,938-757-2807
1926,Rhett Stewart,70066 Willow Avenue,30002,706-297-1648
1927,Amelia Ward,65100 Ridge Road,34994,561-710-5653
1928,Zion Payne,94323 Elm Street,39828,478-689-4945
1929,Gracie Ortiz,16744 Willow Avenue,29201,336-689-1719
1930,Eden Becker,71002 Pine Street,35005,251-375-2243
1931,Jaxon Nash,85968 Chestnut Lane,28801,704-693-9792
1932,Kade Anderson,29012 Spring Street,35005,251-975-6231
1933,Ian Cherry,63610 West Street,39828,770-398-7356
1934,Timothy Glass,8854 Fifth Street,28202,336-436-7744
1935,Sadie Thomas,28202 Country Club Road,29601,843-346-4340
1936,Steven Quinn,49110 River Road,71101,504-143-3113
1937,Elliot Petersen,59188 Meadow Lane,35203,205-228-6315
1938,Sergio Lu,60251 Oakwood Avenue,35203,256-229-7261
1939,Zara Brooks,72914 Division Street,29601,864-525-5640
1940,Xander Odom,78057 Ridge Road,36602,938-821-8963
1941,Miguel Randall,92985 Valley View Drive,70802,337-512-2338
1942,Walter Potts,21221 Maple Street,33701,305-347-2075
1943,Walter Herman,87172 Mulberry Street,34994,386-787-4494
1944,Eduardo Estes,3495 Spruce Street,33160,352-997-4732
1945,Samara Daugherty,86749 Lakeview Drive,31401,770-313-8047
1946,Allison Gillespie,79043 Sunset Avenue,29020,854-697-3379
1947,Emersyn Harrington,98741 Lakeview Avenue,70112,225-369-3916
1948,Arya Ingram,86331 Franklin Street,36602,334-991-7384
1949,Aaliyah Reyes,73927 Cherry Street,34221,754-154-5597
1950,Mary George,60045 River Road,35203,256-794-6687
1951,Elian Greer,4817 Pinecrest Drive,36104,938-844-1456
1952,Frederick Phillips,9100 Pinecrest Drive,31401,770-547-1764
1953,Rhys Velazquez,54947 Fifth Street,32003,305-646-3846
1954,Michelle Cardenas,66298 College Avenue,70802,225-454-3803
1955,Autumn Vaughan,17418 Sunset Boulevard,71101,225-363-8643
1956,Jade Charles,41954 Elmwood Avenue,31901,404-769-2713
1957,Emiliano Colón,27955 Maple Street,36602,205-910-5621
1958,Malik Rosales,89724 Spring Street,36104,251-100-6500
1959,Aria Potts,93610 Terrace Avenue,33160,386-744-8691
1960,Ariah Jacobson,71307 Country Club Road,35203,334-111-7611
1961,Teagan Beasley,20438 Locust Street,70433,337-595-5598
1962,Sebastian Pollard,78170 Country Club Road,28202,336-406-1497
1963,Malia Stanley,80889 Rose Street,30002,770-975-4900
1964,Baylor Aguirre,98068 Lincoln Street,70802,337-715-7765
1965,Kayden Thompson,73157 Colonial Drive,29601,843-808-2018
1966,Rose Boone,60349 Court Street,70112,225-433-8120
1967,Christian Barrera,42083 Court Street,35203,205-793-8296
1968,Nicolas Hoffman,69266 Elmwood Avenue,35203,407-292-9864
1969,Caiden Morrison,31632 Willow Street,71101,337-574-8304
1970,Dallas Crawford,91927 Jackson Street,29201,704-105-6575
1971,Sawyer Gomez,28897 Ridge Road,31401,706-167-5545
1972,Oakley Frederick,14739 Main Avenue,29601,864-675-1642
1973,Kaiden Correa,33148 West Street,29601,803-338-4493
1974,Declan Raymond,86868 College Avenue,29401,803-978-3463
1975,Reed Portillo,77622 Willow Avenue,36602,334-143-6880
1976,Carolina Swanson,6752 Ridge Street,32003,754-707-7184
1977,Ayden Craig,95205 Smith Street,34221,305-328-2428
1978,Skylar Nolan,3575 Willow Street,29910,843-808-7632
1979,Josephine Noble,28725 Sunset Boulevard,29020,864-188-6246
1980,Sage Dawson,47312 Broad Street,31901,770-173-5453
1981,Bryce Hunt,37262 Pine Street,29601,864-466-9086
1982,Ivy Horn,45674 River Road,28801,252-172-5317
1983,Kayson Kelly,83252 Ash Street,31901,770-149-4930
1984,Savannah Washington,95500 Jefferson Street,70802,337-445-8369
1985,Georgia Kennedy,97651 Pinecrest Drive,29020,854-934-3464
1986,Alan Avalos,81707 Vineyard Drive,70112,225-662-8342
1987,Valerie Adams,88547 Riverside Drive,70802,225-584-6493
1988,Helen Brock,81287 Colonial Drive,39828,678-657-8302
1989,Alan Allen,20364 Central Avenue,27514,336-261-1545
1990,Itzel Rodriguez,38400 Forest Avenue,30303,470-470-9416
1991,Jimena Holt,78682 Cherry Street,29020,864-899-5596
1992,Alyssa Nash,13216 Park Place,27514,252-975-9641
1993,Declan Miles,69350 College Avenue,34994,727-216-8494
1994,Gideon Skinner,99959 Liberty Street,70433,225-830-2725
1995,Celine Zamora,71779 Fairview Avenue,35203,727-232-8605
1996,Jimena Drake,43093 Pinecrest Drive,27514,704-874-3135
1997,Emma Bennett,46190 Madison Street,28202,336-884-5489
1998,Fatima Kane,99293 Spring Street,34221,321-662-4259
1999,Alyssa Dawson,69061 Oakwood Avenue,70112,504-176-9558
2000,Melanie Bonilla,70943 Cherry Lane,35203,256-440-1360
2001,Holden Winters,22482 Meadow Lane,29601,854-369-1299
2002,Haven Jensen,24150 Main Street,28202,336-921-5683
2003,Zander Pollard,75930 Highland Avenue,29020,854-704-3346
2004,Aisha Krueger,66893 Elmwood Lane,29601,854-687-2498
2005,Maddox Stokes,60360 Oak Street,70112,318-578-2372
2006,Cooper Sims,80595 North Street,70112,318-561-8655
2007,Trinity Jensen,83147 Walnut Street,31401,762-995-3771
2008,Rosalie Castillo,58805 Lake Street,36602,251-517-2647
2009,Frank Lewis,79464 Jackson Street,29201,336-128-3700
2010,Messiah Doyle,82313 Broadway,70112,504-999-3264
2011,Owen Becker,53662 High Street,70802,225-275-8649
2012,Luke Adams,18263 High Street,70433,225-715-5308
2013,Kendrick Fletcher,53078 Colonial Drive,35203,205-513-3793
2014,Amari Stephenson,15417 College Avenue,39828,404-520-9745
2015,Cade Hodges,30882 Elm Street,29910,864-891-2016
2016,Serenity Hopkins,76763 Park Avenue,29201,704-687-8725
2017,Leonardo Parks,28908 Orchard Avenue,28202,336-524-8311
2018,Serenity Kennedy,73543 Ridge Street,30002,770-646-9402
2019,Payton Russo,78902 Lake Street,34994,352-610-7377
2020,Atticus Case,39561 Court Street,29601,803-739-8470
2021,Zyaire Graham,38921 Center Street,29201,252-869-6952
2022,Myles Ball,5667 Ridge Street,30002,229-525-9460
2023,Liliana Moore,59902 Windsor Avenue,32003,727-991-4117
2024,Gianna Schroeder,40813 Third Street,35203,256-892-7538
2025,Robert Browning,64298 Madison Avenue,71101,225-453-2888
2026,Nadia Hahn,96473 Main Street,70433,504-383-4934
2027,Claire Curtis,56054 Third Street,29910,864-224-4618
2028,Alison Brennan,38055 Elmwood Avenue,30303,770-382-1936
2029,Salem Osborne,6623 Franklin Street,71101,318-920-9275
2030,Brooklynn Sandoval,1209 Country Club Road,31401,762-493-1644
2031,Charlee Gibson,80003 Oak Street,39828,470-770-6323
2032,Sophia Rowland,50089 Madison Street,70802,337-705-8366
2033,Sullivan Bonilla,83262 Center Street,36104,256-832-1727
2034,Callie Gonzalez,53845 Windsor Avenue,36602,256-422-9440
2035,Sullivan Piñeda,29267 Walnut Street,70433,318-165-5021
2036,Hannah Duffy,94683 Terrace Avenue,29401,803-769-4449
2037,Gracelynn Lang,13064 West Street,35203,251-140-3520
2038,Maria Daugherty,92115 Jackson Street,27514,336-950-5910
2039,Cataleya Jacobson,31150 Orchard Avenue,70112,504-389-9049
2040,Princeton Guevara,13319 Essex Street,29020,864-464-7323
2041,Justin Dominguez,79645 High Street,31901,229-967-1056
2042,Tatum Maynard,9211 Railroad Avenue,27514,704-606-6222
2043,Jaxton Dillon,44873 Hamilton Street,36602,251-565-3682
2044,Makenna Cooper,57390 Broadway,35005,251-279-2990
2045,Donovan O’Brien,63329 High Street,32003,386-611-9525
2046,Reese Medina,49568 Riverside Drive,35203,305-779-6826
2047,Renata Hutchinson,23404 Cherry Street,27514,252-552-4236
2048,Millie Rice,60930 Oak Street,29020,864-450-5532
2049,Harlow Espinosa,81190 Elm Street,34221,386-463-2963
2050,Camille Harmon,9261 Smith Street,29201,336-532-6004
2051,Gracie Lamb,53119 Colonial Drive,27514,252-575-2642
2052,Lia Truong,54966 Park Avenue,39828,678-347-3394
2053,Franklin Walters,56464 Railroad Avenue,35203,256-630-3816
2054,Raelynn Farrell,43262 Country Club Road,70112,225-410-1016
2055,Kali Hurst,44400 Main Street,29020,854-739-2778
2056,Kyler Frost,78965 Lakeview Avenue,29910,854-315-1418
2057,Avery Perez,55244 Hillcrest Avenue,31908,470-446-9170
2058,Alayah Ruiz,69250 Washington Street,29401,864-462-6542
2059,Adelaide Kerr,13148 College Avenue,70802,318-507-3365
2060,Hallie Nash,59704 State Street,70802,337-232-4260
2061,Elaine Fleming,84202 Broad Street,70433,225-368-9666
2062,Ronan Johnson,65391 Harrison Street,35203,205-448-6136
2063,Aurora Dean,50494 Elmwood Avenue,31901,770-410-4942
2064,Garrett Kerr,74116 Elm Avenue,39828,678-104-2772
2065,Ricardo Garrett,22838 Walnut Avenue,28202,336-217-2564
2066,Gunner Leon,83210 Jackson Street,29910,864-578-3367
2067,Lilah Mcconnell,13899 Locust Street,33701,321-452-1285
2068,Sylas Webster,73743 North Street,36602,334-557-1557
2069,Lyla Porter,98809 Main Street,35005,938-716-3682
2070,Walter Robinson,6888 Jackson Street,30303,470-114-7085
2071,Sawyer Ho,47996 Park Street,29910,854-454-2337
2072,Kane Mcbride,29726 College Avenue,35203,256-964-5326
2073,Everleigh Burgess,88191 Sunset Avenue,28202,252-581-9808
2074,Felix Harrell,96648 West Street,36602,251-765-5495
2075,Bryson Burgess,40173 Highland Avenue,34994,561-900-9522
2076,Cole Marshall,12520 Cedar Street,70433,504-975-8372
2077,Caroline Sanford,65596 Hillcrest Avenue,36602,334-375-3400
2078,Judah Cunningham,47625 Grant Street,36602,334-742-5377
2079,Amari Price,30149 Colonial Drive,35005,938-454-4882
2080,Jaylen Tucker,33665 Court Street,39828,762-387-2875
2081,Greyson Harris,38427 Elmwood Lane,34994,727-433-1455
2082,Grayson Bates,96449 Sunset Avenue,29201,336-833-4421
2083,Rose Pope,3780 Highland Drive,70112,504-290-9093
2084,Marlee Savage,1655 Central Avenue,28801,704-728-7300
2085,Phoebe Rogers,81017 Meadow Lane,35203,205-884-5892
2086,Liliana Huerta,89468 Jefferson Street,28202,704-811-8058
2087,Annabelle Webster,73142 Sunset Drive,70112,504-948-9276
2088,Sophie Peck,93842 Magnolia Avenue,39828,470-409-7720
2089,Javier Wilkinson,39488 North Street,35203,352-148-2153
2090,Timothy Welch,2717 Meadow Lane,34994,305-481-4287
2091,Bentley Moran,20746 Sunset Avenue,70112,504-933-2854
2092,Octavia Mayo,49168 Pine Street,35203,321-173-1266
2093,Gael Cortéz,3463 Pine Street,27514,336-796-1274
2094,Catalina Solis,82697 Locust Street,35203,205-255-5830
2095,Dahlia Bravo,9440 Madison Street,27514,252-940-1389
2096,Finley Bernal,94565 Vineyard Drive,29601,854-683-3326
2097,Nash Klein,59643 Terrace Avenue,70112,337-293-4366
2098,Stephanie Norman,1404 Spring Street,71101,504-982-4959
2099,Sabrina Cisneros,41418 Ash Street,70802,225-531-7269
2100,Laura Serrano,75676 Cherry Street,30303,229-859-3953
2101,Augustus Thornton,22539 Spring Street,29201,336-341-5764
2102,Russell Burns,25724 Jackson Street,32003,727-624-3637
2103,Joel Atkins,30619 Lakeview Avenue,31401,762-616-7931
2104,Sutton Williams,77428 Rose Street,29020,843-491-2155
2105,Remington Parra,45669 Willow Avenue,31401,470-235-3276
2106,Isabel Stone,54639 Lake Shore Drive,28801,252-265-4604
2107,Francesca Best,45644 Cedar Street,28202,336-843-8930
2108,Violet Eaton,66841 Cherry Lane,36602,251-330-6221
2109,Journee Martinez,34883 Vineyard Drive,32003,727-756-2329
2110,Marley Carson,13610 Franklin Street,29910,854-413-6377
2111,Valentina Hill,72726 Central Avenue,34994,305-235-9132
2112,Jett Gordon,4462 Valley View Drive,29601,843-626-1523
2113,Adalyn Hobbs,36855 Lincoln Street,70802,225-282-9277
2114,Joshua Nguyen,69498 Holly Street,29201,336-486-6528
